,output_text,vector,output_data_source,index
52,"گفتار بسیار نه از نغزیست/ ولوله طبل ز بی مغزییست
","[[ 6.5846038e-03 -7.9204372e-05 -1.5519900e-04 ...  9.5406203e-03
   1.9138789e-02  3.8887810e-02]]", شعرهای تک بیتی,53
53,"دوست را کس به یک بدی نفروخت/ بهر کیکی گلیم نتوان سوخت
","[[ 0.00626604  0.00026696 -0.0001504  ...  0.00616504  0.00713956
   0.02232518]]", شعرهای تک بیتی,54
54,"من از روییدن خار سر دیوار فهمیدم/ که ناکس کس نمی گردد از این بالانشینیها
","[[ 3.8312292e-03 -4.9798047e-05  8.9531206e-03 ...  5.5289394e-03
   6.7564170e-03  1.7851315e-02]]", شعرهای تک بیتی,55
55,"دردم از یار است و درمان نیز هم/ دل فدای او شد و جان نیز هم
","[[-4.4293486e-04 -4.1273097e-07 -2.5954567e-05 ...  8.5796911e-04
  -2.0239486e-04  1.8600652e-03]]", شعرهای تک بیتی,56
56,"از شکار دگران چشم و دلی دارم سیر/ شیرم و جوی شغالان نبود آبخورم
","[[ 4.3845996e-02 -9.2995309e-05 -3.0877101e-03 ... -6.2079477e-04
   2.0822462e-02  1.4607419e-02]]", شعرهای تک بیتی,57
57,"هرچه در فهم تو آید آن بود مفهوم تو
","[[-7.7291351e-04  1.0999197e-02  1.1234354e-05 ...  2.6420350e-03
   1.5479850e-02  5.8852006e-02]]", شعرهای تک بیتی,58
58,"زنده را تا زنده است باید به فریادش رسید/ورنه بر سنگ مزارش آب پاشیدن چه سود
","[[-0.00041905  0.00311197  0.0006244  ...  0.0044416   0.00870756
   0.01888638]]", شعرهای تک بیتی,59
59,"بیخبر از هم دگر آسوده خوابیدن چه سود/ بر مزار مردگان خویش نالیدن چه سود
","[[ 0.0001664   0.00010196 -0.00010883 ...  0.00020434 -0.0004086
  -0.00019028]]", شعرهای تک بیتی,60
60,"اندر دل من درون و بیرون همه او است/ اندر تن من جان و رگ و خون همه اوست
","[[ 0.00650575  0.00215059 -0.00107987 ...  0.00416362  0.00612799
   0.02707008]]", شعرهای تک بیتی,61
61,"آن را که جفا جوست نمی باید خواست/ سنگین دل و بد خوست نمی باید خواست
","[[ 5.1963347e-04 -3.3460448e-05 -4.2755052e-04 ... -1.5310790e-05
  -8.6199562e-04  1.3978980e-02]]", شعرهای تک بیتی,62
62,"هر کجا هستم باشم/ آسمان مال من است
","[[ 0.00527762  0.00417033 -0.00054391 ... -0.00068577 -0.00344025
   0.02015982]]", شعرهای تک بیتی,63
63,"نه مردم شد کسی کز عشق پاکست/ که مردم عشق و باقی آب و خاکست
",[[0.01275726 0.00448606 0.00165196 ... 0.01029057 0.0058363  0.02590282]], شعرهای تک بیتی,64
64,"چراغ جمله عالم عقل و دینست/ تو عاشق شو که به ز آن جمله اینست
","[[ 0.00231456 -0.00012472  0.01221129 ...  0.00142311  0.00538651
   0.03719085]]", شعرهای تک بیتی,65
65,"او چه داند که چیست حالت عشق/ که بر او عشق، تیر غم نزده است
","[[ 0.0054815  -0.00055093  0.00418047 ...  0.00396494  0.01505671
   0.0166894 ]]", شعرهای تک بیتی,66
66,"هر که در عاشقی قدم نزده است/ بر دل از خون دیده نم نزده است
","[[2.6284945e-03 1.6975497e-05 4.6204664e-03 ... 2.6449722e-03
  9.0109836e-03 3.2474253e-02]]", شعرهای تک بیتی,67
67,"تا رنج تحمل نکنی گنج نبینی/ تا شب نرود صبح پدیدار نباشد
","[[-0.00161308  0.01246463  0.00147863 ...  0.00381562  0.01569563
   0.01473217]]", شعرهای تک بیتی,68
68,"جهان سر به سر حکمت و عبرت است/ چرا بهره ما همه غفلت است
","[[ 1.4977329e-03 -7.1299760e-06 -1.0724533e-04 ...  8.8130450e-04
   5.1502041e-03  4.3062940e-02]]", شعرهای تک بیتی,69
69,"هر که نامخت از گذشت روزگار نیز ناموزد ز هیچ آموزگار
",[[0.01205174 0.00212414 0.0001486  ... 0.00631242 0.01772809 0.0151284 ]], شعرهای تک بیتی,70
70,"خوشا بر حال مهمانی که با بسیاری نعمت/ دلش با نعمت دیدار صاحبخانه می‌سازد
","[[ 4.0578702e-03 -1.2279923e-05  3.9451377e-04 ...  4.5872997e-03
   1.2120922e-02  3.1285770e-02]]", شعرهای تک بیتی,71
71,"حدیث عشق نگردد کهن که سال به سال/ بهار حسن تو گـــــل‌های تازه‌تر دارد
","[[ 0.01140687 -0.00050632 -0.00025771 ...  0.01237978  0.00703021
   0.02017164]]", شعرهای تک بیتی,72
72,"آن را که به زلــف تــــــو دل آویخته باشــــد/ گر ملک جهانش رود از دست٬ غمی نیست
","[[ 0.00662019  0.00418803 -0.00054518 ...  0.0055358   0.00487094
   0.02285796]]", شعرهای تک بیتی,73
73,"گر ما خطا کنیم، عطای تو بی حد است/ نومیدی از عطای تو، حد خطای ماست
","[[ 0.0062808   0.04534624 -0.00028602 ...  0.00880297  0.01942918
   0.02801169]]", شعرهای تک بیتی,74
74,"ربوده مهری چو ذره تابم، ز آفتابی در اضطرابم/ که گر فروغش به کوه افتد، ز بیقراری در آید از پا
","[[ 8.0587342e-03 -6.4532462e-05  4.9862517e-03 ...  2.5949039e-02
   3.0869788e-02  1.3104857e-02]]", شعرهای تک بیتی,75
75,"خوش لذّتی است با دل شیدا گریستن/ در گوشه‌ای نشستن و تنها گریستن
","[[ 1.1008300e-02 -4.5384932e-05  5.6306669e-03 ... -5.3771166e-04
   8.4025441e-03  8.2394509e-03]]", شعرهای تک بیتی,76
76,"    صبور باش که اعجاز صبر، هم یعقوب/  به وصل یار رسانید هم زلیخا را
",[[0.00867287 0.00415533 0.00083943 ... 0.05346368 0.02790156 0.0242862 ]], شعرهای تک بیتی,77
77,"بترسید و او را ستایش کنید/  شب تیره پیشش نیایش کنید
","[[ 3.5703732e-03  2.7198274e-05 -4.2573985e-05 ...  1.0105026e-03
  -2.5205908e-04 -4.1445962e-04]]", شعرهای تک بیتی,78
78,"از صبح پرده  سوز خدایا نگاه دار/ این رازها که ما به دل شب سپرده‌ایم
",[[0.00959461 0.00489488 0.00215373 ... 0.00533373 0.00768045 0.03474192]], شعرهای تک بیتی,79
79,"غمگین نیم که خلق شمارند بد مرا/ نزدیک می‌کند به خدا، دست رد مرا
","[[-1.3371883e-03 -5.6923600e-06  1.2265603e-03 ...  1.4383526e-02
   4.8907185e-03  2.6906976e-02]]", شعرهای تک بیتی,80
80,"یا رب از عرفان مرا پیمانه‌ای سرشار ده/ چشم بینا، جان آگاه و دلی بیدار ده
","[[-7.8171346e-05  1.0516760e-04 -1.9547141e-04 ...  6.4156152e-04
  -4.9016869e-04  9.1636548e-04]]", شعرهای تک بیتی,81
81,"چون بر زبان حدیث خدا ترسی آوریم؟/ ترک قدح ز بیم عسس کرده‌ایم ما
","[[-2.5843090e-04  6.6525576e-04 -1.1792385e-05 ...  4.3110683e-04
  -1.5856841e-04  1.7409937e-03]]", شعرهای تک بیتی,82
82,"آسایش تن، غافلم از یاد خدا کرد/ همواری این راه مرا سر به هوا کرد
","[[-2.3904946e-04  2.0786365e-05 -1.7869313e-06 ...  7.0668507e-04
  -2.8687291e-04  9.3596242e-04]]", شعرهای تک بیتی,83
83,"هر کسی را سر چیزی و تمنای کسی است/ ما به غیر از تو نداریم تمنای دگر
","[[ 1.6551033e-02 -2.6574129e-05 -6.5447472e-04 ...  6.4357009e-04
   1.9717952e-03  2.6672488e-02]]", شعرهای تک بیتی,84
84,"نیست نشان زندگی تا نرسد نشان تو 
","[[ 2.5807117e-04 -5.1792951e-05  6.3605799e-04 ...  4.9727219e-03
   7.3805843e-03  4.8073038e-02]]", شعرهای تک بیتی,85
85,"با عزم خویش هیچ یک این ره نمی‌رویم/ کشتی، مبرهن است که محتاج ناخداست
","[[ 3.5297888e-04  7.3497191e-05 -2.8968865e-05 ...  2.0983114e-04
  -9.4915187e-05  2.3871451e-04]]", شعرهای تک بیتی,86
86,"ما را نه غم دوزخ و نه حرص بهشت است/ بردار ز رخ پرده که مشتاق لقائیم
","[[-1.1776702e-04  3.8282160e-05 -4.0441442e-05 ... -2.7943559e-05
  -2.8740108e-04 -5.5310165e-04]]", شعرهای تک بیتی,87
87,"در گنه کز جانب ما بود تقصیری نبود/ چون در آمرزش که کار اوست، کوتاهی می‌رود
",[[0.00527024 0.00336203 0.00054998 ... 0.02571316 0.0117857  0.0200782 ]], شعرهای تک بیتی,88
88,"گر جام خالیت بدهد پیر می فروش/ بستان و دم مزن که تهی از اشاره نیست
",[[0.00195072 0.0303903  0.00039006 ... 0.00654908 0.00484254 0.0504235 ]], شعرهای تک بیتی,89
89,"به یک قلم بنویس ای فرشته دوزخیم/ ز حد فزونست گنه، حاجت مکابره نیست
",[[0.0041665  0.00368767 0.00014002 ... 0.02435138 0.00913374 0.02546407]], شعرهای تک بیتی,90
90,"حضور خاطر اگر در نماز معتبر است/ امید ما به نماز نکرده بیشتر است
","[[-4.6471224e-04  3.0855648e-04 -7.8006942e-06 ...  4.5767608e-03
  -4.5445422e-04 -8.3500717e-04]]", شعرهای تک بیتی,91
91,"هراز گمشده را در نماز می یابی/ چرا به فکر خود ای بی خبر نمی افتی؟
","[[ 8.1286882e-05 -6.3706091e-07 -8.7880740e-05 ...  4.5273690e-03
  -2.6863877e-04  1.5642194e-03]]", شعرهای تک بیتی,92
92,"خدا باشد به نزد اهل بینش/ نگهدار نظام آفرینش
","[[-1.30701228e-03 -3.64455559e-07 -1.18321215e-04 ...  9.44705796e-04
  -4.72124724e-04  1.10873708e-03]]", شعرهای تک بیتی,93
93,"خداوندا حضوری بخش ما را/ اجابت کن به فضلت این دعا را
","[[ 0.00712084 -0.00012872  0.00115191 ...  0.0111722   0.00645627
   0.01662847]]", شعرهای تک بیتی,94
94,"برگ درختان سبز پیش خداوند هوش/ هر ورقش دفتری است معرفت کردگار
","[[ 2.1030970e-03 -3.4390941e-05 -1.3457077e-04 ...  1.6618510e-03
  -7.5796107e-04  3.5502601e-02]]", شعرهای تک بیتی,95
95,"ما همه بیچاره‌ایم و تنها تو چاره/ و ما همه هیچ کاره‌ایم و تنها تو کاره
","[[ 1.8922169e-02 -5.0008304e-05  9.1469183e-04 ...  3.8910587e-03
   1.1154974e-02  1.5527503e-02]]", شعرهای تک بیتی,96
96,"ای زاهد ظاهربین از قرب چه می‌پرسی/ او در من و من در وی چون بو به گلاب اندر
","[[ 3.3562793e-03 -4.5751574e-05  6.5498360e-05 ...  8.3661089e-03
   4.4684694e-03  2.9527910e-02]]", شعرهای تک بیتی,97
97,"ره عقل جز پیچ بر پیچ نیست/  بر عارفان جز خدا هیچ نیست
","[[ 0.02101535  0.00019355 -0.0001782  ...  0.00078072 -0.00026952
   0.00407576]]", شعرهای تک بیتی,98
98,"این نمکدان خدا جنس عجیبی دارد/ هر چقدر می‌شکنیم باز نمک‌ها دارد
","[[ 0.03424319 -0.00010503  0.00048364 ...  0.00759439  0.01274845
   0.02429047]]", شعرهای تک بیتی,99
99,"رسد آدمی به جایی که به جز خدا نبیند/ بنگر که تا چه حد است مکان آدمیت
","[[ 7.7139080e-02 -8.8902439e-08 -4.6743335e-06 ...  1.0903686e-04
  -9.6805168e-05  5.2005180e-05]]", شعرهای تک بیتی,100
100,"تا خدا بنده نواز است به خلقش چه نیاز/ می‌کشم ناز یکی تا به همه ناز کنم
","[[ 0.0009032   0.02239227  0.00152945 ...  0.01303591 -0.00071243
   0.01426737]]", شعرهای تک بیتی,101
101,"من از درمان و درد و وصل و هجران/ پسندم آنچه را جانان پسندد
","[[-1.5589829e-04 -4.4579406e-07 -1.0468904e-05 ...  2.3685636e-04
  -5.8694760e-04  1.7976386e-03]]", شعرهای تک بیتی,102
102,"اندیشه کجا بکبریای تو رسد/ هیهات ازین خیال فاسد هیهات
","[[ 0.00218156 -0.00013741  0.00176939 ...  0.00688014  0.02624674
   0.02478679]]", شعرهای تک بیتی,103
103,"تواضع ز گردن فرازان نکوست/ گدا گر تواضع کند خوی اوست
","[[-5.9761503e-04 -6.5208595e-05 -4.2784822e-04 ...  2.0228617e-03
   3.4967272e-03  1.5866879e-02]]", شعرهای تک بیتی,104
104,"جا به کنج گلخن و صحن گلستان داده است/ شعله را گردن فرازی خاک را افتادگی
","[[ 0.00383616  0.00186991 -0.00030051 ...  0.00385305 -0.00121356
   0.03120381]]", شعرهای تک بیتی,105
105,"از تواضع کم نگردد رتبه گردن کشان/ نیست عیبی گر بود شمشیر لنگردار کج
","[[ 0.00085319  0.00312701 -0.0020351  ...  0.01569788  0.01374372
   0.02585206]]", شعرهای تک بیتی,106
106,"گر چو رستم شوکت و زورت بود/ جای چون بهرام در گورت بود
","[[ 0.00321475  0.01721407 -0.00024265 ...  0.02870499  0.01079782
   0.01230378]]", شعرهای تک بیتی,107
107,"تا توانی به جهان خدمت محتاجان کن/ به دمی یا درمی یا قدمی یا قلمی
","[[-0.00020109  0.02422829  0.00185644 ...  0.01072722  0.00891798
   0.02250041]]", شعرهای تک بیتی,108
108,"هر چه دلم خواست نه آن میشود/ هر چه خدا خواست همان میشود
",[[0.00345423 0.00823356 0.01143222 ... 0.00556327 0.00446478 0.02544527]], شعرهای تک بیتی,109
109,"کم گوی و به جز مصلحت خویش مگوی/ چیزی که نپرسند تو خود پیش مگوی
","[[ 7.7137928e-03  9.1175949e-05 -3.8350569e-04 ...  1.1055719e-04
  -2.5587235e-04  6.6472664e-03]]", شعرهای تک بیتی,110
110,"هر کجا عشق آید و ساکن شود/ هر چه نا ممکن بود ممکن شود
",[[0.00339048 0.01239188 0.00775399 ... 0.00298328 0.00480318 0.02172044]], شعرهای تک بیتی,111
111,"موی سپید را فلکم رایگان نداد/ این رشته را به نقد جوانی خریده‌ام
","[[ 1.5520514e-03 -2.3032135e-05  6.2274063e-05 ...  3.6120033e-04
   8.3559826e-03  2.0963877e-02]]", شعرهای تک بیتی,112
112,"در دیاری که در او نیست کسی یار کسی/ کاش یارب که نیفتد به کسی کار کسی
","[[ 0.00971823  0.01892584  0.00130141 ...  0.00431477 -0.00309997
   0.01665669]]", شعرهای تک بیتی,113
113,"هر که در سینه دلی داشت به دلـداری داد/ دل نفرین شده ی ماست که تنهاست هنوز
","[[ 0.0015685  -0.00017601  0.0110966  ...  0.00220091  0.01045597
   0.00991525]]", شعرهای تک بیتی,114
114,"از دشمنان برند شکایت به دوستان/ چون دوست دشمن است شکایت کجا بریم
",[[0.00839816 0.00185795 0.00481389 ... 0.02152608 0.01818684 0.01771983]], شعرهای تک بیتی,115
115,"شباهت تو و من هر چه بود ثابت کرد/ که فصل مشترک عشق و عقل، تنهایی‌ست
","[[ 0.01542384  0.00108604  0.00032819 ... -0.00131296  0.00764602
   0.03145867]]", شعرهای تک بیتی,116
116,"باد، مشتی ورق از دفتر عمر آورده است/ عشق سرگرمی سوزاندن این اوراق است
","[[ 7.1803038e-03 -8.1566344e-05 -5.3315173e-04 ...  7.6006935e-04
   4.6536638e-03  3.5948165e-02]]", شعرهای تک بیتی,117
117,"بی قدر ساخت خود را، نخوت فزود ما را/  بر ما و خود ستم کرد، هر کس ستود ما را
","[[-1.2081331e-03  4.8789927e-03 -3.3564565e-06 ...  3.7586112e-03
  -5.4923369e-04  2.9806108e-03]]", شعرهای تک بیتی,118
118,"دست طلب چو پیش کسان می‌کنی دراز/ پل بسته ای که بگذری از آبروی خویش
","[[ 2.8584634e-03 -5.8383744e-06  2.9728338e-04 ...  2.7439652e-03
  -1.0745965e-03  2.7989395e-02]]", شعرهای تک بیتی,119
119,"ناله را هرچند می خواهم که پنهانی کشم/ سینه می گوید که من تنگ آمدم، فریاد کن
","[[ 0.00666786  0.00368079 -0.00258572 ...  0.00388398  0.01700741
   0.01771437]]", شعرهای تک بیتی,120
