,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
10,LASER,5,باید تجارب خود را به افراد دیگر منتقل کنیم,4897,The best way to cheer yourself is to try to cheer someone else up,1,"[[ 0.02844489 -0.00019039  0.00320345 ...  0.001158    0.01048164
   0.01547805]]","[[ 0.01599932 -0.00013123  0.02906591 ...  0.02225864  0.0228345
   0.01348193]]"
11,LASER,5,باید تجارب خود را به افراد دیگر منتقل کنیم,3963,I suppose I'll have to add the force of gravity to my list of enemies,2,"[[ 0.02844489 -0.00019039  0.00320345 ...  0.001158    0.01048164
   0.01547805]]","[[ 1.4050954e-02 -9.0745052e-05  3.8128991e-03 ...  1.7564749e-02
   2.3370173e-02  2.7764704e-02]]"
12,LASER,6,تفاوت قائل شدن بین انسان‌ها درست است,4312,You can't measure the mutual affection of two human beings by the number of words they exchange,1,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.0370598 ]]","[[ 1.8415710e-02 -8.9547058e-05  3.7667728e-03 ...  6.4014206e-03
   1.4389148e-02  4.4437941e-02]]"
13,LASER,6,تفاوت قائل شدن بین انسان‌ها درست است,3798,The difference between the almost right word and the right word is really a large matter.  tis the difference between the lightning bug and the lightning,2,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.0370598 ]]","[[ 0.01723574 -0.00012057 -0.00250578 ...  0.00809408  0.01760031
   0.03118449]]"
14,LASER,7,ثروت چیز خوبی است,3723,Happiness is a warm puppy,1,"[[ 9.4009418e-04 -3.0254703e-06  2.2454860e-03 ...  6.3155463e-04
  -2.2433507e-03  3.3947382e-02]]","[[ 5.4487260e-03 -2.1842474e-05  1.2262638e-03 ...  1.4387827e-02
   1.6926298e-02  9.6534779e-03]]"
15,LASER,7,ثروت چیز خوبی است,5128,Literature is a luxury; fiction is a necessity,2,"[[ 9.4009418e-04 -3.0254703e-06  2.2454860e-03 ...  6.3155463e-04
  -2.2433507e-03  3.3947382e-02]]","[[ 0.00636648 -0.00042812  0.00248384 ...  0.00390928  0.0176551
   0.05059487]]"
16,LASER,8,باید قبل از سخن گفتن فکر کرد.,3671,Think before you speak. Read before you think,1,"[[ 0.00333616 -0.00017176  0.00010727 ...  0.00500402  0.01580296
   0.02761766]]",[[0.00659627 0.00287816 0.00015213 ... 0.00934532 0.00506204 0.0124564 ]]
17,LASER,8,باید قبل از سخن گفتن فکر کرد.,5122,The way to get started is to quit talking and begin doing.,2,"[[ 0.00333616 -0.00017176  0.00010727 ...  0.00500402  0.01580296
   0.02761766]]","[[ 4.4915127e-03 -4.6162153e-05  2.0410422e-02 ...  1.2121173e-02
   5.2102772e-03  1.1785949e-02]]"
18,LASER,9,باید قدردان دارایی‌های خودمان باشیم,3268,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends",1,"[[ 0.0065572  -0.00011245  0.00351247 ... -0.00013807  0.00767694
   0.03940542]]","[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
19,LASER,9,باید قدردان دارایی‌های خودمان باشیم,3573,"We have to dare to be ourselves, however frightening or strange that self may prove to be",2,"[[ 0.0065572  -0.00011245  0.00351247 ... -0.00013807  0.00767694
   0.03940542]]","[[ 0.01704589 -0.00047405  0.05534808 ...  0.0062188   0.02597998
   0.0517182 ]]"
20,LASER,10,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,4295,If you do not tell the truth about yourself you cannot tell it about other people,1,"[[ 2.6845476e-02 -6.2143139e-05  2.0229012e-02 ...  4.0284228e-03
   1.1998653e-02  2.9774996e-02]]","[[ 0.01616433  0.06668619  0.01465085 ... -0.00047724  0.0086064
   0.02413121]]"
21,LASER,10,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,4528,Everything that irritates us about others can lead us to an understanding of ourselves,2,"[[ 2.6845476e-02 -6.2143139e-05  2.0229012e-02 ...  4.0284228e-03
   1.1998653e-02  2.9774996e-02]]","[[ 0.04108674 -0.00012855  0.01430916 ...  0.00731534  0.06075847
   0.04671149]]"
22,LASER,11,باید به یتیمان کمک کرد,4229,Atticus told me to delete the adjectives and I'd have the facts,1,"[[ 0.00144632 -0.00024046  0.0001544  ...  0.01692098  0.00749815
   0.00749775]]","[[2.3964485e-02 1.0095273e-06 1.8156157e-04 ... 1.1492490e-02
  2.2736756e-02 4.5762684e-02]]"
23,LASER,11,باید به یتیمان کمک کرد,3873,Wrinkles should merely indicate where the smiles have been,2,"[[ 0.00144632 -0.00024046  0.0001544  ...  0.01692098  0.00749815
   0.00749775]]","[[ 0.00602956 -0.00030491  0.01032119 ...  0.01339989  0.00954017
   0.02883475]]"
24,LASER,12,انسان واقعی در برابر ظلم سکوت نمی‌کند,5026,I decided it is better to scream. Silence is the real crime against humanity,1,"[[ 0.00075342 -0.00049264  0.02172058 ...  0.02353255  0.02051172
   0.02111534]]","[[ 0.00900971 -0.00176348 -0.00099004 ...  0.02758056  0.03160555
   0.02987994]]"
25,LASER,12,انسان واقعی در برابر ظلم سکوت نمی‌کند,3384,Never tell the truth to people who are not worthy of it,2,"[[ 0.00075342 -0.00049264  0.02172058 ...  0.02353255  0.02051172
   0.02111534]]","[[ 8.6245891e-03 -7.1793120e-06  2.0533511e-02 ...  6.3338196e-03
   1.0999708e-02  7.3362114e-03]]"
26,LASER,13,باید بخشنده باشیم,5005,Freedom lies in being bold,1,"[[5.8977824e-04 1.5893203e-05 1.6293608e-02 ... 7.7687590e-03
  3.7934285e-02 8.1563182e-03]]","[[ 3.6268346e-03 -7.2465249e-05  2.4176013e-02 ...  5.4683704e-02
   1.2716840e-03  3.6376982e-03]]"
27,LASER,13,باید بخشنده باشیم,5110,My religion is very simple. My religion is kindness,2,"[[5.8977824e-04 1.5893203e-05 1.6293608e-02 ... 7.7687590e-03
  3.7934285e-02 8.1563182e-03]]","[[ 0.00392183 -0.00033772  0.00093709 ...  0.05577974  0.01460595
   0.04154197]]"
28,LASER,14,باید حق‌جو وعدالت‌پیشه باشیم,4164,We have to continually be jumping off cliffs and developing our wings on the way down,1,"[[4.0458050e-03 1.9489114e-05 9.0207171e-04 ... 2.8033799e-03
  6.3439971e-03 1.8883845e-02]]","[[ 9.8075233e-03 -1.2922721e-06 -2.7257236e-04 ...  4.8180413e-03
   3.8680148e-03  1.4941404e-02]]"
29,LASER,14,باید حق‌جو وعدالت‌پیشه باشیم,3573,"We have to dare to be ourselves, however frightening or strange that self may prove to be",2,"[[4.0458050e-03 1.9489114e-05 9.0207171e-04 ... 2.8033799e-03
  6.3439971e-03 1.8883845e-02]]","[[ 0.01704589 -0.00047405  0.05534808 ...  0.0062188   0.02597998
   0.0517182 ]]"
30,LASER,15,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,3712,The unexamined life is not worth living,1,"[[ 0.00594497 -0.00010064  0.00041128 ...  0.01334685  0.01324414
   0.03680826]]","[[ 0.00749583 -0.00022047  0.01805511 ...  0.00869169  0.00898072
   0.00974487]]"
31,LASER,15,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,4901,The price good men pay for indifference to public affairs is to be ruled by evil men,2,"[[ 0.00594497 -0.00010064  0.00041128 ...  0.01334685  0.01324414
   0.03680826]]","[[ 0.00574948 -0.00022405  0.0086388  ...  0.00429071  0.02234022
   0.01669099]]"
32,LASER,16,نباید از دیگران درخواست های متعدد داشت,3731,Nobody realizes that some people expend tremendous energy merely to be normal,1,"[[ 3.8175348e-02 -2.1831013e-06  1.6906104e-03 ...  8.4535702e-04
   1.4507822e-02  2.0851033e-02]]","[[ 0.01760813 -0.00052342  0.03307408 ...  0.03296048  0.0020744
   0.02370703]]"
33,LASER,16,نباید از دیگران درخواست های متعدد داشت,4558,Never underestimate the power of stupid people in large groups,2,"[[ 3.8175348e-02 -2.1831013e-06  1.6906104e-03 ...  8.4535702e-04
   1.4507822e-02  2.0851033e-02]]","[[ 9.0039885e-03 -7.5052894e-06  1.7582660e-03 ...  2.8177803e-02
   4.1461978e-03  1.2365642e-02]]"
34,LASER,17,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,4991,Fashion is a form of ugliness so intolerable that we have to alter it every six months,1,"[[ 0.04510034 -0.0001079   0.00115818 ...  0.01884514  0.03355652
   0.04283478]]","[[ 7.9444358e-03 -9.2028051e-05 -1.6220280e-03 ...  2.1928409e-02
   2.3087317e-02  2.2574829e-02]]"
35,LASER,17,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,5008,The surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently,2,"[[ 0.04510034 -0.0001079   0.00115818 ...  0.01884514  0.03355652
   0.04283478]]","[[ 1.5846368e-02 -3.3306867e-05 -2.3417629e-03 ...  2.4758179e-02
   3.2558560e-02  1.4377357e-02]]"
36,LASER,18,نباید اندوهگین شد,3740,You cannot protect yourself from sadness without protecting yourself from happiness,1,"[[ 4.0874558e-05 -1.4626814e-04  2.7156135e-03 ...  8.6285807e-03
   6.6653281e-02 -5.5837195e-04]]","[[ 2.9786346e-03 -8.4081556e-05  6.1675042e-02 ...  4.5802891e-03
   2.7272781e-02  1.2109406e-02]]"
37,LASER,18,نباید اندوهگین شد,3862,Nobody can hurt me without my permission,2,"[[ 4.0874558e-05 -1.4626814e-04  2.7156135e-03 ...  8.6285807e-03
   6.6653281e-02 -5.5837195e-04]]","[[ 5.5157011e-03  7.8708261e-05 -9.1085327e-04 ...  3.4723624e-03
   2.9185656e-02  3.2281399e-02]]"
38,LASER,19,باید اهل یادگیری و دانش باشیم,4430,"Knowledge speaks, but wisdom listen",1,"[[ 0.00137201  0.00016719 -0.00057697 ...  0.00093856  0.00680032
   0.00805814]]","[[ 0.0083427  -0.00028164 -0.00138744 ... -0.00092401  0.01289358
   0.03341625]]"
39,LASER,19,باید اهل یادگیری و دانش باشیم,4865,Curiouser and curiouser,2,"[[ 0.00137201  0.00016719 -0.00057697 ...  0.00093856  0.00680032
   0.00805814]]",[[0.02203624 0.00210702 0.01375453 ... 0.00020322 0.06898857 0.02636756]]
40,LASER,20,باید مهربان بود,5005,Freedom lies in being bold,1,"[[-2.8171539e-04 -5.0176973e-06  2.5408873e-03 ...  1.1221699e-02
   2.5694650e-02  1.0151894e-02]]","[[ 3.6268346e-03 -7.2465249e-05  2.4176013e-02 ...  5.4683704e-02
   1.2716840e-03  3.6376982e-03]]"
41,LASER,20,باید مهربان بود,5162,I just want to be wonderful,2,"[[-2.8171539e-04 -5.0176973e-06  2.5408873e-03 ...  1.1221699e-02
   2.5694650e-02  1.0151894e-02]]","[[ 5.2189203e-03  3.2828091e-05  2.2002747e-03 ... -5.7983364e-04
  -7.5553346e-04  3.6699148e-03]]"
42,LASER,21,آخرت را بر دنیا باید ترجیح داد,3565,"All the world is made of faith, and trust, and pixie dust",1,"[[-2.2283115e-04 -1.6075460e-07 -3.2927252e-05 ... -3.2623223e-06
  -3.0708677e-04  4.7693667e-03]]","[[-1.4093911e-04 -1.9946756e-06 -4.8531940e-05 ... -2.2335729e-04
  -1.4344814e-03  5.8395125e-04]]"
43,LASER,21,آخرت را بر دنیا باید ترجیح داد,5207,No one is useless in this world who lightens the burdens of another,2,"[[-2.2283115e-04 -1.6075460e-07 -3.2927252e-05 ... -3.2623223e-06
  -3.0708677e-04  4.7693667e-03]]","[[ 1.3678656e-02 -1.9938991e-05 -4.2065594e-04 ...  2.4041643e-03
   5.8243505e-04  1.5322505e-02]]"
44,LASER,22,میزان موفقیت به اندازه میزان رنج و تلاش است,4923,All happiness depends on courage and work,1,"[[-0.00063733 -0.00016061  0.00084269 ...  0.01732044  0.01486191
   0.0125076 ]]","[[ 0.00603268 -0.00022535  0.00649858 ...  0.00652859  0.015775
   0.01970771]]"
45,LASER,22,میزان موفقیت به اندازه میزان رنج و تلاش است,4366,Failure is the condiment that gives success its flavor,2,"[[-0.00063733 -0.00016061  0.00084269 ...  0.01732044  0.01486191
   0.0125076 ]]","[[ 0.00557587 -0.00023961  0.02260279 ...  0.01155313  0.02145712
   0.04123394]]"
46,LASER,23,باید فرزندان خود را به خوبی تربیت کنیم,4395,"Children must be taught how to think, not what to think",1,"[[ 0.00290889 -0.0001101   0.00229777 ...  0.00205643  0.01013283
   0.00560831]]","[[ 0.00171867 -0.00011613 -0.00065401 ...  0.00810959  0.01401033
   0.01515124]]"
47,LASER,23,باید فرزندان خود را به خوبی تربیت کنیم,5208,The soul is healed by being with children,2,"[[ 0.00290889 -0.0001101   0.00229777 ...  0.00205643  0.01013283
   0.00560831]]","[[2.3257944e-03 1.6997705e-05 4.0806958e-04 ... 1.2640392e-03
  2.9820700e-03 3.0922613e-03]]"
48,LASER,24,باید در برابر مشکلات استقامت داشته باشیم,3268,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends",1,"[[5.0015226e-03 6.0587190e-05 1.3374460e-02 ... 9.7392108e-03
  3.1655040e-02 1.6113859e-02]]","[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
49,LASER,24,باید در برابر مشکلات استقامت داشته باشیم,3617,Pain is inevitable. Suffering is optional,2,"[[5.0015226e-03 6.0587190e-05 1.3374460e-02 ... 9.7392108e-03
  3.1655040e-02 1.6113859e-02]]","[[ 8.2241921e-03 -1.0910485e-03  9.3101429e-05 ...  3.7049553e-03
   2.9476698e-02  2.7088149e-02]]"
50,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,4438,"Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life",1,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]","[[ 2.2358553e-02 -5.0854931e-05  1.3272507e-02 ...  4.8697414e-04
   1.2649707e-02  6.2801421e-02]]"
51,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,3306,"I find television very educating. Every time somebody turns on the set, I go into the other room and read a book",2,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]","[[ 2.4216639e-02 -1.9734767e-05  7.4064871e-03 ... -1.5405426e-03
   1.9693740e-02  1.6965650e-02]]"
52,LASER,26,انسان نباید فخر فروشی داشته باشد.,3251,The man who does not read has no advantage over the man who cannot read,1,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[ 0.00890401 -0.00015182  0.02609196 ...  0.01162193  0.02658374
   0.01360859]]"
53,LASER,26,انسان نباید فخر فروشی داشته باشد.,4519,People shouldn't be afraid of their government. Governments should be afraid of their people,2,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[ 0.00656466 -0.0001371   0.00117973 ...  0.02365335  0.02671444
   0.00628371]]"
54,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,4503,Always do what is right. It will gratify half of mankind and astound the other,1,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]",[[0.00941207 0.00165389 0.01673662 ... 0.01852169 0.01630005 0.01766812]]
55,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,4362,"Crying is all right in its way while it lasts. But you have to stop sooner or later, and then you still have to decide what to do",2,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]","[[ 1.6676999e-03 -1.2764495e-05  1.5984073e-03 ...  3.6489454e-03
   1.9784212e-02  1.8001689e-02]]"
56,LASER,28,باید شکرگزار باشیم,5005,Freedom lies in being bold,1,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]","[[ 3.6268346e-03 -7.2465249e-05  2.4176013e-02 ...  5.4683704e-02
   1.2716840e-03  3.6376982e-03]]"
57,LASER,28,باید شکرگزار باشیم,5162,I just want to be wonderful,2,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]","[[ 5.2189203e-03  3.2828091e-05  2.2002747e-03 ... -5.7983364e-04
  -7.5553346e-04  3.6699148e-03]]"
58,LASER,29,باید به زیر دستان احترام گذاشت,4445,"And he took her in his arms and kissed her under the sunlit sky, and he cared not that they stood high upon the walls in the sight of many",1,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]",[[0.00511474 0.03250095 0.01812598 ... 0.07041179 0.01145219 0.03165767]]
59,LASER,29,باید به زیر دستان احترام گذاشت,4519,People shouldn't be afraid of their government. Governments should be afraid of their people,2,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]","[[ 0.00656466 -0.0001371   0.00117973 ...  0.02365335  0.02671444
   0.00628371]]"
60,LASER,30,نباید مغرور باشیم,4450,Don't be so humble - you are not that great,1,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]",[[0.0050575  0.00260345 0.00259304 ... 0.0057649  0.03728184 0.01133449]]
61,LASER,30,نباید مغرور باشیم,5005,Freedom lies in being bold,2,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 3.6268346e-03 -7.2465249e-05  2.4176013e-02 ...  5.4683704e-02
   1.2716840e-03  3.6376982e-03]]"
62,LASER,31,باید خطاهای دیگران را ببخشیم,3939,A brave man acknowledges the strength of others,1,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]","[[ 0.02225652 -0.00030711  0.01480351 ...  0.01365434 -0.00271821
   0.03326571]]"
63,LASER,31,باید خطاهای دیگران را ببخشیم,4408,The capacity for friendship is God's way of apologizing for our families,2,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]","[[ 1.29681155e-02 -6.06592512e-05  8.81549623e-03 ...  2.70603299e-02
   2.09507253e-02  1.08240601e-02]]"
64,LASER,32,باید کم گویی کرد,3997,To define is to limit,1,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]",[[0.00615377 0.00215578 0.00511087 ... 0.00313911 0.02574803 0.04149094]]
65,LASER,32,باید کم گویی کرد,3821,"Resist much, obey little",2,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]","[[8.23959988e-03 3.30653893e-05 2.62392908e-02 ... 1.38263097e-02
  3.04663926e-02 1.11355055e-02]]"
66,LASER,33,نباید در خوردن زیاده‌روی کرد,4597,She refused to be bored chiefly because she wasn't boring,1,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]",[[0.00438122 0.00133412 0.07343176 ... 0.01655359 0.03761178 0.00585917]]
67,LASER,33,نباید در خوردن زیاده‌روی کرد,4157,Don't take life too seriously. Punch it in the face when it needs a good hit. Laugh at it,2,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[ 1.4409106e-02  7.9170641e-05  3.8268566e-02 ... -3.1439358e-04
   2.5572328e-02  2.1454545e-02]]"
68,LASER,34,باید به قلب و احساسات توجه کرد,4591,Fill your paper with the breathings of your heart,1,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 0.0030624  -0.00026508 -0.00324969 ... -0.00194245  0.02891511
   0.0312766 ]]"
69,LASER,34,باید به قلب و احساسات توجه کرد,4293,"The most beautiful things in the world cannot be seen or touched, they are felt with the heart",2,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 0.0010603   0.00011424  0.00827388 ... -0.00118693  0.00449265
   0.0290198 ]]"
70,LASER,35,مردم را باید از کارهای بد باز داشت,4519,People shouldn't be afraid of their government. Governments should be afraid of their people,1,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 0.00656466 -0.0001371   0.00117973 ...  0.02365335  0.02671444
   0.00628371]]"
71,LASER,35,مردم را باید از کارهای بد باز داشت,5050,Well-read people are less likely to be evil,2,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 0.00899732  0.00249955 -0.00431045 ...  0.01066066  0.00903662
   0.02555245]]"
72,LASER,36,باید اهل یاری کردن یکدیگر بود,5059,"Sometimes, the best way to help someone is just to be near them",1,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]",[[0.02794971 0.01223896 0.00709088 ... 0.01209172 0.01010538 0.00345113]]
73,LASER,36,باید اهل یاری کردن یکدیگر بود,3477,"So, I love you because the entire universe conspired to help me find you",2,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]",[[0.01012279 0.00507326 0.04068905 ... 0.01486255 0.03075227 0.0186616 ]]
74,LASER,37,باید در هنگام پیمان بستن دقت کنیم,4164,We have to continually be jumping off cliffs and developing our wings on the way down,1,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 9.8075233e-03 -1.2922721e-06 -2.7257236e-04 ...  4.8180413e-03
   3.8680148e-03  1.4941404e-02]]"
75,LASER,37,باید در هنگام پیمان بستن دقت کنیم,3365,"We are what we pretend to be, so we must be careful about what we pretend to be",2,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 0.00385895 -0.00019379  0.01608104 ...  0.00134348  0.00752306
   0.03418935]]"
76,LASER,38,در انتخاب دوست باید دقت کنیم,4972,"Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success",1,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 1.0284148e-02 -7.8266668e-05  1.5658766e-02 ...  1.1024185e-02
   1.3589806e-02  3.8022999e-02]]"
77,LASER,38,در انتخاب دوست باید دقت کنیم,4408,The capacity for friendship is God's way of apologizing for our families,2,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 1.29681155e-02 -6.06592512e-05  8.81549623e-03 ...  2.70603299e-02
   2.09507253e-02  1.08240601e-02]]"
78,LASER,39,باید وفای به عهد داشته باشیم,4366,Failure is the condiment that gives success its flavor,1,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]","[[ 0.00557587 -0.00023961  0.02260279 ...  0.01155313  0.02145712
   0.04123394]]"
79,LASER,39,باید وفای به عهد داشته باشیم,4462,The only way to get rid of temptation is to yield to it,2,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]","[[ 0.01254529 -0.00012432  0.05693787 ...  0.02848232  0.02430188
   0.02852093]]"
80,LASER,40,باید سعی کنیم نیکو عمل کنیم,4090,I go to seek a Great Perhaps,1,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[ 6.2703891e-03 -2.4211788e-05 -4.9133017e-04 ...  1.1021578e-03
  -5.1820138e-04  1.6641745e-02]]"
81,LASER,40,باید سعی کنیم نیکو عمل کنیم,4635,Try a little harder to be a little better,2,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]",[[0.0042567  0.00202179 0.00674018 ... 0.00731534 0.0210929  0.00157334]]
82,LASER,41,صبر یکی از صفات خردمندان است,4530,Compassion is the basis of morality,1,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.00195321 -0.00032424 -0.00034328 ...  0.0232334   0.00388836
   0.05433903]]"
83,LASER,41,صبر یکی از صفات خردمندان است,4492,Wisdom comes from experience. Experience is often a result of lack of wisdom,2,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.00319782 -0.00097729 -0.00516472 ... -0.00152087  0.00837551
   0.02623156]]"
