,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
10,LASER,3,باید خاک وطن را دوست داشت,3198,خوردن خاک قناعت بر ارباب خرد به ز نانی که در او منت دونان باشد,2,"[[ 0.0029406  -0.00023008  0.00048073 ...  0.00078502  0.00918903
   0.01806159]]",[[0.00545508 0.00010885 0.00157389 ... 0.01761943 0.00414354 0.0264707 ]]
11,LASER,3,باید خاک وطن را دوست داشت,3010,هرگز مژه بر هم ننهد عاشق صادق آن را که به دل عشق بود خواب نباشد,3,"[[ 0.0029406  -0.00023008  0.00048073 ...  0.00078502  0.00918903
   0.01806159]]","[[ 0.00163747 -0.00026339  0.00185864 ... -0.00094546  0.00889726
   0.02676817]]"
12,LASER,4,نباید براساس ظاهر افراد را قضاوت کرد,3068,آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی,1,"[[ 0.00543491 -0.00022611 -0.00075588 ...  0.00736804  0.00964529
   0.05986009]]","[[ 0.01031461 -0.00025178  0.00013379 ...  0.02433346  0.01776553
   0.02187753]]"
13,LASER,4,نباید براساس ظاهر افراد را قضاوت کرد,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,2,"[[ 0.00543491 -0.00022611 -0.00075588 ...  0.00736804  0.00964529
   0.05986009]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
14,LASER,4,نباید براساس ظاهر افراد را قضاوت کرد,3067,آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست,3,"[[ 0.00543491 -0.00022611 -0.00075588 ...  0.00736804  0.00964529
   0.05986009]]","[[ 3.8875579e-03 -1.1425843e-05  3.3231202e-04 ...  9.6213492e-03
   9.4529204e-03  4.1524824e-02]]"
15,LASER,5,باید تجارب خود را به افراد دیگر منتقل کنیم,3072,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران,1,"[[ 0.02844489 -0.00019039  0.00320345 ...  0.001158    0.01048164
   0.01547805]]","[[ 4.1540593e-02 -1.4299197e-05 -1.4786673e-04 ...  9.8432172e-03
   9.3139084e-03  3.6758620e-02]]"
16,LASER,5,باید تجارب خود را به افراد دیگر منتقل کنیم,2940,هر که نامخت از گذشت روزگار نیز ناموزد ز هیچ آموزگار,2,"[[ 0.02844489 -0.00019039  0.00320345 ...  0.001158    0.01048164
   0.01547805]]",[[0.01205173 0.00212414 0.00014861 ... 0.00631242 0.01772809 0.01512842]]
17,LASER,5,باید تجارب خود را به افراد دیگر منتقل کنیم,3118,بس که می‌ترسم از جداییها می‌گریزم از آشناییها,3,"[[ 0.02844489 -0.00019039  0.00320345 ...  0.001158    0.01048164
   0.01547805]]",[[0.02034342 0.00338432 0.00402382 ... 0.00600712 0.03159988 0.02169124]]
18,LASER,6,تفاوت قائل شدن بین انسان‌ها درست است,3099,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,1,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.0370598 ]]",[[0.00430876 0.00522014 0.00044195 ... 0.01097317 0.0108732  0.0449201 ]]
19,LASER,6,تفاوت قائل شدن بین انسان‌ها درست است,3080,از خلق جهان آنکه خبر دار تر است مفلس‌تر و خامش‌تر و بیکار‌تر است,2,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.0370598 ]]",[[0.00561212 0.00467573 0.0027071  ... 0.00862779 0.00924883 0.0240831 ]]
20,LASER,6,تفاوت قائل شدن بین انسان‌ها درست است,3054,کوه نا‌هموار را هموار کردن سخت نیست حرف نا‌هموار را هموار کردن مشکل است,3,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.0370598 ]]","[[ 0.00534058 -0.00031267  0.00870627 ...  0.00753749  0.01500626
   0.02370477]]"
21,LASER,7,ثروت چیز خوبی است,2906,لبخند تو خلاصه خوبیهاست لختی بخند خنده ی گل زیباست,1,"[[ 9.4009418e-04 -3.0254703e-06  2.2454860e-03 ...  6.3155463e-04
  -2.2433507e-03  3.3947382e-02]]","[[ 1.2431164e-02 -6.4236992e-05  7.1870517e-03 ... -1.1509082e-03
   1.2614056e-02  2.3038287e-02]]"
22,LASER,7,ثروت چیز خوبی است,3099,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,2,"[[ 9.4009418e-04 -3.0254703e-06  2.2454860e-03 ...  6.3155463e-04
  -2.2433507e-03  3.3947382e-02]]",[[0.00430876 0.00522014 0.00044195 ... 0.01097317 0.0108732  0.0449201 ]]
23,LASER,7,ثروت چیز خوبی است,3145,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را,3,"[[ 9.4009418e-04 -3.0254703e-06  2.2454860e-03 ...  6.3155463e-04
  -2.2433507e-03  3.3947382e-02]]","[[ 0.00202577 -0.00034032  0.00045235 ...  0.01192067  0.03588326
   0.01670118]]"
24,LASER,8,باید قبل از سخن گفتن فکر کرد.,3119,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,1,"[[ 0.00333616 -0.00017176  0.00010727 ...  0.00500402  0.01580296
   0.02761766]]","[[ 1.98551243e-05 -2.92159326e-04 -1.19552051e-03 ...  3.06001827e-02
   1.36578055e-02  3.51164080e-02]]"
25,LASER,8,باید قبل از سخن گفتن فکر کرد.,3072,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران,2,"[[ 0.00333616 -0.00017176  0.00010727 ...  0.00500402  0.01580296
   0.02761766]]","[[ 4.1540593e-02 -1.4299197e-05 -1.4786673e-04 ...  9.8432172e-03
   9.3139084e-03  3.6758620e-02]]"
26,LASER,8,باید قبل از سخن گفتن فکر کرد.,3154,جهد کن تا بیش از آن باشی که آیی در نظر در لباس لفظ اندک معنی بسیار باش,3,"[[ 0.00333616 -0.00017176  0.00010727 ...  0.00500402  0.01580296
   0.02761766]]",[[0.01944813 0.00058344 0.00505072 ... 0.00650189 0.01215099 0.05924971]]
27,LASER,9,باید قدردان دارایی‌های خودمان باشیم,3082,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,1,"[[ 0.0065572  -0.00011245  0.00351247 ... -0.00013807  0.00767694
   0.03940542]]",[[0.00039766 0.00355757 0.00086508 ... 0.01052631 0.01272189 0.02713549]]
28,LASER,9,باید قدردان دارایی‌های خودمان باشیم,2948,طعنه بر ما مزن‌ ای دوست که خود معترفیم دف زنان بر سر بازار به رسوایی خویش,2,"[[ 0.0065572  -0.00011245  0.00351247 ... -0.00013807  0.00767694
   0.03940542]]","[[ 6.2014237e-03 -7.4440759e-05  1.1440236e-02 ...  9.1142356e-03
   1.6847925e-02  2.2328777e-02]]"
29,LASER,9,باید قدردان دارایی‌های خودمان باشیم,3099,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,3,"[[ 0.0065572  -0.00011245  0.00351247 ... -0.00013807  0.00767694
   0.03940542]]",[[0.00430876 0.00522014 0.00044195 ... 0.01097317 0.0108732  0.0449201 ]]
30,LASER,10,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,2955,هر کسی را سر چیزی و تمنای کسی است ما به غیر از تو نداریم تمنای دگر,1,"[[ 2.6845476e-02 -6.2143139e-05  2.0229012e-02 ...  4.0284228e-03
   1.1998653e-02  2.9774996e-02]]","[[ 1.8493205e-02 -1.4536736e-05 -4.8625789e-04 ...  6.0529675e-04
  -9.1877504e-04  2.2146033e-02]]"
31,LASER,10,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,2948,طعنه بر ما مزن‌ ای دوست که خود معترفیم دف زنان بر سر بازار به رسوایی خویش,2,"[[ 2.6845476e-02 -6.2143139e-05  2.0229012e-02 ...  4.0284228e-03
   1.1998653e-02  2.9774996e-02]]","[[ 6.2014237e-03 -7.4440759e-05  1.1440236e-02 ...  9.1142356e-03
   1.6847925e-02  2.2328777e-02]]"
32,LASER,10,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,3181,حاصل زندگی جز این نبود که بمیرد کسی برای کسی,3,"[[ 2.6845476e-02 -6.2143139e-05  2.0229012e-02 ...  4.0284228e-03
   1.1998653e-02  2.9774996e-02]]","[[ 2.1165702e-02  7.8963467e-06  1.1426280e-03 ... -1.1871309e-03
  -2.3604254e-03  1.8881815e-02]]"
33,LASER,11,باید به یتیمان کمک کرد,2947,صبور باش که اعجاز صبر، هم یعقوب به وصل یار رسانید هم زلیخا را,1,"[[ 0.00144632 -0.00024046  0.0001544  ...  0.01692098  0.00749815
   0.00749775]]",[[0.00979507 0.00479796 0.00100771 ... 0.05653912 0.02630608 0.02461814]]
34,LASER,11,باید به یتیمان کمک کرد,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,2,"[[ 0.00144632 -0.00024046  0.0001544  ...  0.01692098  0.00749815
   0.00749775]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
35,LASER,11,باید به یتیمان کمک کرد,2897,دشمن خود را نباید زد تبر گر توانی کشت او را با شکر,3,"[[ 0.00144632 -0.00024046  0.0001544  ...  0.01692098  0.00749815
   0.00749775]]","[[ 0.01968235 -0.00014227  0.00288498 ...  0.03481805  0.00228581
   0.00391189]]"
36,LASER,12,انسان واقعی در برابر ظلم سکوت نمی‌کند,3093,ای دل غمین مشو که جهانت به کام نیست کآسایش زمانه به کس کستدام نیست,1,"[[ 0.00075342 -0.00049264  0.02172058 ...  0.02353255  0.02051172
   0.02111534]]","[[ 0.00766688 -0.00034793  0.00239176 ...  0.00596783  0.02803017
   0.02759074]]"
37,LASER,12,انسان واقعی در برابر ظلم سکوت نمی‌کند,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,2,"[[ 0.00075342 -0.00049264  0.02172058 ...  0.02353255  0.02051172
   0.02111534]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
38,LASER,12,انسان واقعی در برابر ظلم سکوت نمی‌کند,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,3,"[[ 0.00075342 -0.00049264  0.02172058 ...  0.02353255  0.02051172
   0.02111534]]",[[0.00662868 0.00482373 0.01113161 ... 0.01418091 0.01343093 0.02461319]]
39,LASER,13,باید بخشنده باشیم,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,1,"[[5.8977824e-04 1.5893203e-05 1.6293608e-02 ... 7.7687590e-03
  3.7934285e-02 8.1563182e-03]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
40,LASER,13,باید بخشنده باشیم,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,2,"[[5.8977824e-04 1.5893203e-05 1.6293608e-02 ... 7.7687590e-03
  3.7934285e-02 8.1563182e-03]]",[[0.00662868 0.00482373 0.01113161 ... 0.01418091 0.01343093 0.02461319]]
41,LASER,13,باید بخشنده باشیم,3082,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,3,"[[5.8977824e-04 1.5893203e-05 1.6293608e-02 ... 7.7687590e-03
  3.7934285e-02 8.1563182e-03]]",[[0.00039766 0.00355757 0.00086508 ... 0.01052631 0.01272189 0.02713549]]
42,LASER,14,باید حق‌جو وعدالت‌پیشه باشیم,3186,حق را ز دل خالی از اندیشه طلب کن از شیشه‌ی بی می، می بی شیشه طلب کن,1,"[[4.0458050e-03 1.9489114e-05 9.0207171e-04 ... 2.8033799e-03
  6.3439971e-03 1.8883845e-02]]","[[ 1.0672447e-02 -7.0078444e-05 -1.4239232e-03 ...  1.1402282e-02
   8.0150058e-03  3.2664198e-02]]"
43,LASER,14,باید حق‌جو وعدالت‌پیشه باشیم,3167,چو در هنر پسر امتیاز خویش نه‌ای بزرگ بودن جد و پدر چه خواهد کرد,2,"[[4.0458050e-03 1.9489114e-05 9.0207171e-04 ... 2.8033799e-03
  6.3439971e-03 1.8883845e-02]]","[[ 0.00969771  0.00114006  0.00231012 ...  0.00663622 -0.00015519
   0.02343456]]"
44,LASER,14,باید حق‌جو وعدالت‌پیشه باشیم,2967,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,3,"[[4.0458050e-03 1.9489114e-05 9.0207171e-04 ... 2.8033799e-03
  6.3439971e-03 1.8883845e-02]]","[[ 1.8927848e-02 -5.2327170e-05  8.2345813e-04 ...  5.4591028e-03
   1.2759146e-02  1.5919264e-02]]"
45,LASER,15,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,3116,بدر را هم با بدی پاداش کردن نه کار مردم آزاده باشد,1,"[[ 0.00594497 -0.00010064  0.00041128 ...  0.01334685  0.01324414
   0.03680826]]","[[ 0.00607489 -0.00017384 -0.00229653 ...  0.02003354  0.01227699
   0.01475279]]"
46,LASER,15,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,2923,گفتار بسیار نه از نغزیست ولوله طبل ز بی مغزییست,2,"[[ 0.00594497 -0.00010064  0.00041128 ...  0.01334685  0.01324414
   0.03680826]]","[[ 6.7385766e-03 -4.2348678e-05  2.8281382e-05 ...  1.1840821e-02
   1.6636549e-02  3.7921116e-02]]"
47,LASER,15,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,3077,از جمع مال بهره ندارند اهل حرص مور از برای مور دگر دانه می‌کشد,3,"[[ 0.00594497 -0.00010064  0.00041128 ...  0.01334685  0.01324414
   0.03680826]]","[[ 0.008216   -0.00020876  0.00285847 ...  0.01059674  0.0163832
   0.01953069]]"
48,LASER,16,نباید از دیگران درخواست های متعدد داشت,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,1,"[[ 3.8175348e-02 -2.1831013e-06  1.6906104e-03 ...  8.4535702e-04
   1.4507822e-02  2.0851033e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
49,LASER,16,نباید از دیگران درخواست های متعدد داشت,3023,خر باش که این جماعت از فرط خری هرکو نه خر است کافرش می‌خوانند,2,"[[ 3.8175348e-02 -2.1831013e-06  1.6906104e-03 ...  8.4535702e-04
   1.4507822e-02  2.0851033e-02]]","[[ 0.01276129  0.00029952 -0.00047509 ...  0.01510559  0.01698224
   0.01902293]]"
50,LASER,16,نباید از دیگران درخواست های متعدد داشت,2932,آن را که جفا جوست نمی باید خواست سنگین دل و بد خوست نمی باید خواست,3,"[[ 3.8175348e-02 -2.1831013e-06  1.6906104e-03 ...  8.4535702e-04
   1.4507822e-02  2.0851033e-02]]","[[ 5.1355787e-04 -7.0332542e-05 -1.2983169e-03 ...  4.1419496e-03
   2.0381896e-04  2.9705191e-02]]"
51,LASER,17,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,2922,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,1,"[[ 0.04510034 -0.0001079   0.00115818 ...  0.01884514  0.03355652
   0.04283478]]",[[0.00617392 0.00917732 0.00551452 ... 0.01431952 0.01997709 0.02716101]]
52,LASER,17,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,2921,دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,2,"[[ 0.04510034 -0.0001079   0.00115818 ...  0.01884514  0.03355652
   0.04283478]]","[[ 0.01492833 -0.00034514 -0.00094555 ...  0.01363955  0.03529301
   0.03210616]]"
53,LASER,17,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,3099,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,3,"[[ 0.04510034 -0.0001079   0.00115818 ...  0.01884514  0.03355652
   0.04283478]]",[[0.00430876 0.00522014 0.00044195 ... 0.01097317 0.0108732  0.0449201 ]]
54,LASER,18,نباید اندوهگین شد,3104,ایام زمانه از کسی دارد ننگ کو در غم ایام نشیند دلتنگ,1,"[[ 4.0874558e-05 -1.4626814e-04  2.7156135e-03 ...  8.6285807e-03
   6.6653281e-02 -5.5837195e-04]]","[[ 0.01095963 -0.00022052  0.00271612 ...  0.00339532  0.01891005
   0.00319788]]"
55,LASER,18,نباید اندوهگین شد,3133,پشیمان ز گفتار دیدم بسی پشیمان نگشت از خموشی کسی,2,"[[ 4.0874558e-05 -1.4626814e-04  2.7156135e-03 ...  8.6285807e-03
   6.6653281e-02 -5.5837195e-04]]",[[0.01363637 0.00116141 0.00012101 ... 0.01828735 0.01353774 0.01915516]]
56,LASER,18,نباید اندوهگین شد,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,3,"[[ 4.0874558e-05 -1.4626814e-04  2.7156135e-03 ...  8.6285807e-03
   6.6653281e-02 -5.5837195e-04]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
57,LASER,19,باید اهل یادگیری و دانش باشیم,3051,آنجا که جهل مایه تمکین و سروریست باید به روز مردم دانا گریست,1,"[[ 0.00137201  0.00016719 -0.00057697 ...  0.00093856  0.00680032
   0.00805814]]",[[0.00042785 0.02341633 0.01219033 ... 0.00991224 0.00877682 0.0221837 ]]
58,LASER,19,باید اهل یادگیری و دانش باشیم,3028,آنجا که جهل مایه تمکین و سروریست باید به روز مردم دانا گریستن,2,"[[ 0.00137201  0.00016719 -0.00057697 ...  0.00093856  0.00680032
   0.00805814]]",[[0.00036858 0.02442813 0.00101387 ... 0.00953062 0.00980347 0.01709674]]
59,LASER,19,باید اهل یادگیری و دانش باشیم,2939,جهان سر به سر حکمت و عبرت است چرا بهره ما همه غفلت است,3,"[[ 0.00137201  0.00016719 -0.00057697 ...  0.00093856  0.00680032
   0.00805814]]","[[ 0.00178082 -0.0001001   0.00043045 ...  0.00356273  0.01335559
   0.04990365]]"
60,LASER,20,باید مهربان بود,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,1,"[[-2.8171539e-04 -5.0176973e-06  2.5408873e-03 ...  1.1221699e-02
   2.5694650e-02  1.0151894e-02]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
61,LASER,20,باید مهربان بود,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,2,"[[-2.8171539e-04 -5.0176973e-06  2.5408873e-03 ...  1.1221699e-02
   2.5694650e-02  1.0151894e-02]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
62,LASER,20,باید مهربان بود,3108,با بدان کم نشینکه صحبت بد گر چه پاکی تو را پلید کند,3,"[[-2.8171539e-04 -5.0176973e-06  2.5408873e-03 ...  1.1221699e-02
   2.5694650e-02  1.0151894e-02]]",[[0.00382148 0.01709951 0.00169468 ... 0.0117352  0.0142206  0.03144409]]
63,LASER,21,آخرت را بر دنیا باید ترجیح داد,3152,جهان چون زلف و خط و خال و ابروست که هرچیزی به جای خویش نیکوست,1,"[[-2.2283115e-04 -1.6075460e-07 -3.2927252e-05 ... -3.2623223e-06
  -3.0708677e-04  4.7693667e-03]]","[[-1.4759453e-04 -3.9368169e-07 -4.9677095e-05 ...  8.3808722e-05
  -3.8766922e-04  3.4349640e-03]]"
64,LASER,21,آخرت را بر دنیا باید ترجیح داد,3130,بی عوض دانی چه باشد در جهان عمر باشد عمر فدر آن بدان,2,"[[-2.2283115e-04 -1.6075460e-07 -3.2927252e-05 ... -3.2623223e-06
  -3.0708677e-04  4.7693667e-03]]","[[-5.37263713e-06  2.33704457e-03 -1.07683896e-04 ...  6.75491872e-04
  -8.82560620e-04  1.08959647e-02]]"
65,LASER,21,آخرت را بر دنیا باید ترجیح داد,3038,غنیمت شمار اینکه عالم دمی است دمی پیش دانا به از عالمی است,3,"[[-2.2283115e-04 -1.6075460e-07 -3.2927252e-05 ... -3.2623223e-06
  -3.0708677e-04  4.7693667e-03]]","[[-3.7710346e-05  3.9261933e-05 -8.9884898e-06 ...  1.3706036e-03
  -3.4786452e-04 -4.2676032e-04]]"
66,LASER,22,میزان موفقیت به اندازه میزان رنج و تلاش است,3015,امید وصل به اندوه انتظار نیرزد نشاط باده به دردسر خمار نیرزد,1,"[[-0.00063733 -0.00016061  0.00084269 ...  0.01732044  0.01486191
   0.0125076 ]]","[[ 0.00562086 -0.00021618 -0.00157661 ...  0.02130809  0.0363763
   0.02372093]]"
67,LASER,22,میزان موفقیت به اندازه میزان رنج و تلاش است,3190,خاطر آزرده چه داری ز غم سود و زیان غم مخور، شاد بزی، سود و زیان این همه نیست,2,"[[-0.00063733 -0.00016061  0.00084269 ...  0.01732044  0.01486191
   0.0125076 ]]","[[-0.00031776  0.0126772  -0.00011544 ...  0.02275006  0.03719815
   0.01548062]]"
68,LASER,22,میزان موفقیت به اندازه میزان رنج و تلاش است,2922,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,3,"[[-0.00063733 -0.00016061  0.00084269 ...  0.01732044  0.01486191
   0.0125076 ]]",[[0.00617392 0.00917732 0.00551452 ... 0.01431952 0.01997709 0.02716101]]
69,LASER,23,باید فرزندان خود را به خوبی تربیت کنیم,3197,خود سازی پیران بود افزون ز جوانان تعمیر ضرورست بناهای کهن را,1,"[[ 0.00290889 -0.0001101   0.00229777 ...  0.00205643  0.01013283
   0.00560831]]","[[ 0.00257831 -0.00020721  0.00072528 ...  0.00605481  0.00076862
   0.03470681]]"
70,LASER,23,باید فرزندان خود را به خوبی تربیت کنیم,3202,داغ فرزندی کند فرزند دیگر را عزیز تنگتر گیرد ز مجنون دامن صحرا مرا,2,"[[ 0.00290889 -0.0001101   0.00229777 ...  0.00205643  0.01013283
   0.00560831]]","[[ 3.5499297e-02 -7.1737952e-05  5.7851808e-04 ...  3.0351141e-03
   2.4938271e-03  9.4977561e-03]]"
71,LASER,23,باید فرزندان خود را به خوبی تربیت کنیم,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,3,"[[ 0.00290889 -0.0001101   0.00229777 ...  0.00205643  0.01013283
   0.00560831]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
72,LASER,24,باید در برابر مشکلات استقامت داشته باشیم,3015,امید وصل به اندوه انتظار نیرزد نشاط باده به دردسر خمار نیرزد,1,"[[5.0015226e-03 6.0587190e-05 1.3374460e-02 ... 9.7392108e-03
  3.1655040e-02 1.6113859e-02]]","[[ 0.00562086 -0.00021618 -0.00157661 ...  0.02130809  0.0363763
   0.02372093]]"
73,LASER,24,باید در برابر مشکلات استقامت داشته باشیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,2,"[[5.0015226e-03 6.0587190e-05 1.3374460e-02 ... 9.7392108e-03
  3.1655040e-02 1.6113859e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
74,LASER,24,باید در برابر مشکلات استقامت داشته باشیم,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,3,"[[5.0015226e-03 6.0587190e-05 1.3374460e-02 ... 9.7392108e-03
  3.1655040e-02 1.6113859e-02]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
75,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,2879,به صد سال یک دوست آید به دست به یک روز توان کرد دشمن به شصت,1,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]",[[0.00312397 0.01061529 0.01255586 ... 0.01720813 0.0112764  0.01082361]]
76,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,3145,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را,2,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]","[[ 0.00202577 -0.00034032  0.00045235 ...  0.01192067  0.03588326
   0.01670118]]"
