,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
10,LASER,10,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,5631,و قال ع افضل الاعمال ما اکرهت نفسک علیه ,1,"[[ 2.6845476e-02 -6.2143139e-05  2.0229012e-02 ...  4.0284228e-03
   1.1998653e-02  2.9774996e-02]]",[[0.00730272 0.01241936 0.01816402 ... 0.00574786 0.01125487 0.03769078]]
11,LASER,11,باید به یتیمان کمک کرد,5713,و قال ع الغنی الاکبر الیاس عما فی ایدی الناس ,1,"[[ 0.00144632 -0.00024046  0.0001544  ...  0.01692098  0.00749815
   0.00749775]]","[[ 0.01846719  0.0087888  -0.00066474 ...  0.01557253  0.0086903
   0.03825758]]"
12,LASER,12,انسان واقعی در برابر ظلم سکوت نمی‌کند,5568,و قال ع لا خیر فی الصمت عن الحکم کما انه لا خیر فی القول بالجهل ,1,"[[ 0.00075342 -0.00049264  0.02172058 ...  0.02353255  0.02051172
   0.02111534]]",[[0.008596   0.01021402 0.00063279 ... 0.0229644  0.01943015 0.02837365]]
13,LASER,13,باید بخشنده باشیم,5460,و قال ع من حذرک کمن بشرک ,1,"[[5.8977824e-04 1.5893203e-05 1.6293608e-02 ... 7.7687590e-03
  3.7934285e-02 8.1563182e-03]]","[[ 0.0106023   0.01262056 -0.0002789  ...  0.00533033  0.01807
   0.02039261]]"
14,LASER,14,باید حق‌جو وعدالت‌پیشه باشیم,5621,و قال ع من اطاع التوانی‌ ضیع الحقوق و من اطاع الواشی‌ ضیع الصدیق ,1,"[[4.0458050e-03 1.9489114e-05 9.0207171e-04 ... 2.8033799e-03
  6.3439971e-03 1.8883845e-02]]","[[1.3650820e-02 7.5550647e-03 9.8941135e-05 ... 2.5862480e-02
  5.8993045e-03 2.1496868e-02]]"
15,LASER,15,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,5568,و قال ع لا خیر فی الصمت عن الحکم کما انه لا خیر فی القول بالجهل ,1,"[[ 0.00594497 -0.00010064  0.00041128 ...  0.01334685  0.01324414
   0.03680826]]",[[0.008596   0.01021402 0.00063279 ... 0.0229644  0.01943015 0.02837365]]
16,LASER,16,نباید از دیگران درخواست های متعدد داشت,5569,و قال ع ما اختلفت دعوتان الا کانت احداهما ضلاله ,1,"[[ 3.8175348e-02 -2.1831013e-06  1.6906104e-03 ...  8.4535702e-04
   1.4507822e-02  2.0851033e-02]]",[[0.02504797 0.01194755 0.00074206 ... 0.00807736 0.02907565 0.02507483]]
17,LASER,17,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,5451,و قال ع قلوب الرجال وحشیه فمن تالفها اقبلت علیه ,1,"[[ 0.04510034 -0.0001079   0.00115818 ...  0.01884514  0.03355652
   0.04283478]]",[[0.01103631 0.01008241 0.01318423 ... 0.03539453 0.00526696 0.02812051]]
18,LASER,18,نباید اندوهگین شد,5510,و قال ع اضاعه الفرصه غصه ,1,"[[ 4.0874558e-05 -1.4626814e-04  2.7156135e-03 ...  8.6285807e-03
   6.6653281e-02 -5.5837195e-04]]",[[0.0029736  0.00995974 0.00078899 ... 0.00477395 0.05081933 0.0144002 ]]
19,LASER,19,باید اهل یادگیری و دانش باشیم,5685,و قال ع و فی القران نبا ما قبلکم و خبر ما بعدکم و حکم ما بینکم ,1,"[[ 0.00137201  0.00016719 -0.00057697 ...  0.00093856  0.00680032
   0.00805814]]",[[0.00871708 0.01091087 0.00138431 ... 0.01018163 0.00770596 0.01816538]]
20,LASER,20,باید مهربان بود,5460,و قال ع من حذرک کمن بشرک ,1,"[[-2.8171539e-04 -5.0176973e-06  2.5408873e-03 ...  1.1221699e-02
   2.5694650e-02  1.0151894e-02]]","[[ 0.0106023   0.01262056 -0.0002789  ...  0.00533033  0.01807
   0.02039261]]"
21,LASER,21,آخرت را بر دنیا باید ترجیح داد,5432,و قال ع افضل الزهد اخفاء الزهد ,1,"[[-2.2283115e-04 -1.6075460e-07 -3.2927252e-05 ... -3.2623223e-06
  -3.0708677e-04  4.7693667e-03]]","[[ 0.0106686   0.0109907  -0.00058211 ...  0.00649229  0.01249942
   0.02742032]]"
22,LASER,22,میزان موفقیت به اندازه میزان رنج و تلاش است,5448,و قال ع قدر الرجل علی قدر همته و صدقه علی قدر مروءته و شجاعته علی قدر انفته و عفته علی قدر غیرته ,1,"[[-0.00063733 -0.00016061  0.00084269 ...  0.01732044  0.01486191
   0.0125076 ]]",[[0.0004891  0.00940289 0.00930795 ... 0.00443409 0.01680219 0.01428432]]
23,LASER,23,باید فرزندان خود را به خوبی تربیت کنیم,5538,و قال ع لکل مقبل ادبار و ما ادبر کان لم یکن ,1,"[[ 0.00290889 -0.0001101   0.00229777 ...  0.00205643  0.01013283
   0.00560831]]",[[0.01405381 0.01053343 0.0015543  ... 0.00663283 0.00202967 0.01856612]]
24,LASER,24,باید در برابر مشکلات استقامت داشته باشیم,5791,و قال ع اذکروا انقطاع اللذات و بقاء التبعات ,1,"[[5.0015226e-03 6.0587190e-05 1.3374460e-02 ... 9.7392108e-03
  3.1655040e-02 1.6113859e-02]]",[[0.00771471 0.00894539 0.0005351  ... 0.01047255 0.02884517 0.03620541]]
25,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,5825,و قال ع فی کلام له و ولیهم وال فاقام و استقام حتی ضرب الدین بجرانه ,1,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]",[[0.00971793 0.00748084 0.00116295 ... 0.03276108 0.01048094 0.03808867]]
26,LASER,26,انسان نباید فخر فروشی داشته باشد.,5551,و قال ع لا طاعه لمخلوق فی معصیه الخالق ,1,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[ 0.00653958  0.00933171 -0.00022413 ...  0.00899451  0.02687663
   0.02383463]]"
27,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,5435,و قال ع فاعل الخیر خیر منه و فاعل الشر شر منه ,1,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]",[[0.00247533 0.00808227 0.002782   ... 0.01570667 0.00310765 0.03446446]]
28,LASER,28,باید شکرگزار باشیم,5778,و قال ع الحلم عشیره ,1,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]",[[0.00609745 0.01061421 0.00061762 ... 0.014477   0.00785752 0.01000171]]
29,LASER,29,باید به زیر دستان احترام گذاشت,5535,و قال ع المرء مخبوء تحت لسانه ,1,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]",[[0.01493565 0.01087507 0.01179869 ... 0.01418862 0.01237042 0.0250265 ]]
30,LASER,30,نباید مغرور باشیم,5551,و قال ع لا طاعه لمخلوق فی معصیه الخالق ,1,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 0.00653958  0.00933171 -0.00022413 ...  0.00899451  0.02687663
   0.02383463]]"
31,LASER,31,باید خطاهای دیگران را ببخشیم,5837,و قال ع شر الاخوان من تکلف له ,1,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]",[[0.00163709 0.00781817 0.00195011 ... 0.01199233 0.03345496 0.01488426]]
32,LASER,32,باید کم گویی کرد,5565,و قال ع اللجاجه تسل الرای‌ ,1,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]",[[0.00624354 0.00800262 0.00167893 ... 0.00689288 0.00198639 0.01921757]]
33,LASER,33,نباید در خوردن زیاده‌روی کرد,5565,و قال ع اللجاجه تسل الرای‌ ,1,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]",[[0.00624354 0.00800262 0.00167893 ... 0.00689288 0.00198639 0.01921757]]
34,LASER,34,باید به قلب و احساسات توجه کرد,5771,و قال ع القلب مصحف البصر ,1,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 0.00567274  0.00852574 -0.00184261 ...  0.00335924  0.01421413
   0.02819862]]"
35,LASER,35,مردم را باید از کارهای بد باز داشت,5708,و قال ع الداعی بلا عمل کالرامی بلا وتر ,1,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 0.00314261  0.00741866 -0.00295386 ...  0.00332659  0.01549272
   0.02827461]]"
36,LASER,36,باید اهل یاری کردن یکدیگر بود,5529,و قال ع قله العیال احد الیسارین ,1,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]","[[ 0.01373913  0.00735624  0.00069109 ...  0.01182121 -0.00061229
   0.00857861]]"
37,LASER,37,باید در هنگام پیمان بستن دقت کنیم,5641,و قال ع احسنوا فی عقب غیرکم تحفظوا فی عقبکم ,1,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]",[[0.01116193 0.01084654 0.01541346 ... 0.00241087 0.01103034 0.02781142]]
38,LASER,38,در انتخاب دوست باید دقت کنیم,5439,و قال ع من اطال الامل اساء العمل ,1,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 0.00590358  0.00861736 -0.00060725 ...  0.00624063  0.01467167
   0.00999203]]"
39,LASER,39,باید وفای به عهد داشته باشیم,5563,و قال ع ازجر المسی‌ء بثواب المحسن ,1,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]",[[0.00899763 0.0065392  0.00032455 ... 0.00310558 0.01015613 0.01781747]]
40,LASER,40,باید سعی کنیم نیکو عمل کنیم,5439,و قال ع من اطال الامل اساء العمل ,1,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[ 0.00590358  0.00861736 -0.00060725 ...  0.00624063  0.01467167
   0.00999203]]"
41,LASER,41,صبر یکی از صفات خردمندان است,5551,و قال ع لا طاعه لمخلوق فی معصیه الخالق ,1,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.00653958  0.00933171 -0.00022413 ...  0.00899451  0.02687663
   0.02383463]]"
42,LASER,42,باید سختی‌ها را تحمل کرد,5716,و قال ع من العصمه تعذر المعاصی‌ ,1,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]",[[0.00512903 0.00855479 0.00097433 ... 0.00319616 0.01715731 0.02218486]]
43,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,5571,و قال ع ما کذبت و لا کذبت و لا ضللت و لا ضل بی‌ ,1,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]",[[0.00302146 0.00982155 0.01323522 ... 0.0176626  0.01666659 0.0193789 ]]
44,LASER,44,باید خسیس باشیم,5460,و قال ع من حذرک کمن بشرک ,1,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 0.0106023   0.01262056 -0.0002789  ...  0.00533033  0.01807
   0.02039261]]"
45,LASER,45,باید به پدر و مادر احترام گذاشت,5837,و قال ع شر الاخوان من تکلف له ,1,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]",[[0.00163709 0.00781817 0.00195011 ... 0.01199233 0.03345496 0.01488426]]
46,LASER,46,نباید عیب دیگران را بر ملا کنیم,5551,و قال ع لا طاعه لمخلوق فی معصیه الخالق ,1,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 0.00653958  0.00933171 -0.00022413 ...  0.00899451  0.02687663
   0.02383463]]"
47,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,5589,و قال ع کل وعاء یضیق بما جعل فیه الا وعاء العلم فانه یتسع به ,1,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]",[[0.00374094 0.00866932 0.00438381 ... 0.00312586 0.00888465 0.04421503]]
48,LASER,48,باید از منافق دوری کنیم,5505,من احبنا اهل البیت فلیستعد للفقر جلبابا ,1,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]","[[ 6.0096136e-03 -4.3317850e-05  1.3817868e-02 ...  1.1060815e-02
   1.0243082e-02  1.3525910e-02]]"
49,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,5470,و قال ع اذا لم یکن ما ترید فلا تبل ما کنت ,1,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]",[[0.0021401  0.0124082  0.00226267 ... 0.00811617 0.00901467 0.02571214]]
